                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.92717,                0.91596,                 1.1611,                0.60473,                0.20385,                0.31097,                0.17803,                 1.8744,                 2.4158,                 2.1105,              0.0026245,              0.0026245,              0.0026245
                    151,                0.97608,                0.98491,                 1.1808,                0.63642,                0.21606,                0.32056,                0.18264,                  1.881,                 2.4137,                 2.0822,               0.002575,               0.002575,               0.002575
                    152,                0.91587,                 1.0384,                 1.1775,                0.63642,                0.21606,                0.32056,                0.18264,                  1.881,                 2.4137,                 2.0822,              0.0025255,              0.0025255,              0.0025255
                    153,                0.89896,                0.98568,                 1.1827,                0.63642,                0.21606,                0.32056,                0.18264,                  1.881,                 2.4137,                 2.0822,               0.002476,               0.002476,               0.002476
                    154,                0.88567,                0.93009,                 1.1769,                0.49025,                0.36723,                 0.3735,                 0.1929,                 1.9068,                 2.3559,                 2.1179,              0.0024265,              0.0024265,              0.0024265
                    155,                0.98441,                 0.9762,                 1.1944,                0.49025,                0.36723,                 0.3735,                 0.1929,                 1.9068,                 2.3559,                 2.1179,               0.002377,               0.002377,               0.002377
                    156,                0.97146,                  1.001,                 1.2323,                0.49025,                0.36723,                 0.3735,                 0.1929,                 1.9068,                 2.3559,                 2.1179,              0.0023275,              0.0023275,              0.0023275
                    157,                0.95486,                 1.0234,                 1.1874,                 0.4233,                0.35842,                0.37912,                0.19387,                 1.9081,                 2.3064,                 2.1326,               0.002278,               0.002278,               0.002278
                    158,                 0.9415,                0.89635,                 1.1584,                 0.4233,                0.35842,                0.37912,                0.19387,                 1.9081,                 2.3064,                 2.1326,              0.0022285,              0.0022285,              0.0022285
                    159,                0.93487,                0.94193,                 1.1942,                 0.4233,                0.35842,                0.37912,                0.19387,                 1.9081,                 2.3064,                 2.1326,               0.002179,               0.002179,               0.002179
                    160,                 0.9576,                 1.0389,                 1.2684,                 0.4233,                0.35842,                0.37912,                0.19387,                 1.9081,                 2.3064,                 2.1326,              0.0021295,              0.0021295,              0.0021295
                    161,                0.95049,                0.94358,                 1.1919,                0.37833,                 0.3854,                0.36208,                0.18075,                 1.9122,                 2.2599,                 2.1189,                0.00208,                0.00208,                0.00208
                    162,                 1.0601,                  1.041,                 1.3292,                0.37833,                 0.3854,                0.36208,                0.18075,                 1.9122,                 2.2599,                 2.1189,              0.0020305,              0.0020305,              0.0020305
                    163,                0.91891,                0.88788,                  1.159,                0.37833,                 0.3854,                0.36208,                0.18075,                 1.9122,                 2.2599,                 2.1189,               0.001981,               0.001981,               0.001981
                    164,                0.95046,                0.94564,                 1.2396,                0.39509,                0.37323,                0.34691,                0.18662,                 1.8788,                 2.2703,                 2.0887,              0.0019315,              0.0019315,              0.0019315
                    165,                0.80013,                0.80567,                 1.1239,                0.39509,                0.37323,                0.34691,                0.18662,                 1.8788,                 2.2703,                 2.0887,               0.001882,               0.001882,               0.001882
                    166,                 1.0188,                0.95542,                 1.2437,                0.39509,                0.37323,                0.34691,                0.18662,                 1.8788,                 2.2703,                 2.0887,              0.0018325,              0.0018325,              0.0018325
                    167,                0.86828,                0.86678,                 1.1498,                0.42223,                0.29716,                0.34648,                0.18933,                 1.9256,                 2.3095,                 2.1235,               0.001783,               0.001783,               0.001783
                    168,                0.93565,                0.89533,                 1.1765,                0.42223,                0.29716,                0.34648,                0.18933,                 1.9256,                 2.3095,                 2.1235,              0.0017335,              0.0017335,              0.0017335
                    169,                0.94448,                0.89934,                 1.2025,                0.42223,                0.29716,                0.34648,                0.18933,                 1.9256,                 2.3095,                 2.1235,               0.001684,               0.001684,               0.001684
                    170,                0.92066,                0.93955,                 1.1947,                0.45153,                0.32657,                0.35527,                0.18438,                 1.9243,                 2.3433,                 2.1265,              0.0016345,              0.0016345,              0.0016345
                    171,                0.94622,                0.89026,                 1.1869,                0.45153,                0.32657,                0.35527,                0.18438,                 1.9243,                 2.3433,                 2.1265,               0.001585,               0.001585,               0.001585
                    172,                0.93119,                0.97376,                 1.1902,                0.45153,                0.32657,                0.35527,                0.18438,                 1.9243,                 2.3433,                 2.1265,              0.0015355,              0.0015355,              0.0015355
                    173,                0.95659,                0.99402,                 1.1752,                0.42819,                0.29716,                0.33492,                0.17789,                 1.9547,                 2.3675,                 2.1403,               0.001486,               0.001486,               0.001486
                    174,                0.92223,                 0.8699,                 1.1491,                0.42819,                0.29716,                0.33492,                0.17789,                 1.9547,                 2.3675,                 2.1403,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.029,                0.95403,                 1.2252,                0.42819,                0.29716,                0.33492,                0.17789,                 1.9547,                 2.3675,                 2.1403,               0.001387,               0.001387,               0.001387
                    176,                0.82672,                0.83241,                 1.0937,                0.42819,                0.29716,                0.33492,                0.17789,                 1.9547,                 2.3675,                 2.1403,              0.0013375,              0.0013375,              0.0013375
                    177,                0.91849,                0.89999,                 1.1977,                0.43224,                0.29716,                0.34845,                0.18359,                 1.9447,                  2.359,                 2.1249,               0.001288,               0.001288,               0.001288
                    178,                0.89163,                0.87331,                 1.1924,                0.43224,                0.29716,                0.34845,                0.18359,                 1.9447,                  2.359,                 2.1249,              0.0012385,              0.0012385,              0.0012385
                    179,                0.87613,                0.83643,                 1.1386,                0.43224,                0.29716,                0.34845,                0.18359,                 1.9447,                  2.359,                 2.1249,               0.001189,               0.001189,               0.001189
                    180,                0.88397,                0.85414,                 1.1587,                 0.4831,                0.26775,                0.32951,                0.17858,                 1.9178,                 2.3569,                  2.098,              0.0011395,              0.0011395,              0.0011395
                    181,                0.78863,                0.77143,                 1.1522,                 0.4831,                0.26775,                0.32951,                0.17858,                 1.9178,                 2.3569,                  2.098,                0.00109,                0.00109,                0.00109
